node_id,node_type,label,uri,local_status,dependency_completeness,average_tokens_per_epoch,basis,evidence,notes
hf:schneiderkamplab/common-pile-prefix-continuation,effective_dataset,schneiderkamplab/common-pile-prefix-continuation,https://huggingface.co/datasets/schneiderkamplab/common-pile-prefix-continuation,inherited,complete,1153663578.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Common Pile derivative governed by retained per-record open/public-domain source terms.
hf:schneiderkamplab/common-pile-span-filling,effective_dataset,schneiderkamplab/common-pile-span-filling,https://huggingface.co/datasets/schneiderkamplab/common-pile-span-filling,inherited,complete,822495999.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Common Pile derivative governed by retained per-record open/public-domain source terms.
hf:schneiderkamplab/danish-dynaword-denoising,effective_dataset,schneiderkamplab/danish-dynaword-denoising,https://huggingface.co/datasets/schneiderkamplab/danish-dynaword-denoising,inherited,complete,323226788.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16.
hf:schneiderkamplab/danish-dynaword-paragraph-reordering,effective_dataset,schneiderkamplab/danish-dynaword-paragraph-reordering,https://huggingface.co/datasets/schneiderkamplab/danish-dynaword-paragraph-reordering,inherited,complete,160473180.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16.
hf:schneiderkamplab/danish-dynaword-prefix-continuation,effective_dataset,schneiderkamplab/danish-dynaword-prefix-continuation,https://huggingface.co/datasets/schneiderkamplab/danish-dynaword-prefix-continuation,inherited,complete,251806228.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16.
hf:schneiderkamplab/danish-dynaword-span-filling,effective_dataset,schneiderkamplab/danish-dynaword-span-filling,https://huggingface.co/datasets/schneiderkamplab/danish-dynaword-span-filling,inherited,complete,250858496.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16.
hf:schneiderkamplab/dfm8-openhermes-da,effective_dataset,schneiderkamplab/dfm8-openhermes-da,https://huggingface.co/datasets/schneiderkamplab/dfm8-openhermes-da,inherited,complete,922033292.0,"Direct component terms plus Article 4 / Danish section 11 b for four uncovered OpenHermes families",legal/reports/dfm9-openhermes-component-audit.md,"Project translation/repair preserves prompts; Article 3 is not relied on under MAN-016."
hf:schneiderkamplab/dfm8-openhermes-en,effective_dataset,schneiderkamplab/dfm8-openhermes-en,https://huggingface.co/datasets/schneiderkamplab/dfm8-openhermes-en,inherited,complete,672131532.0,"Direct component terms plus Article 4 / Danish section 11 b for four uncovered OpenHermes families",legal/reports/dfm9-openhermes-component-audit.md,"Project repair preserves prompts; Article 3 is not relied on under MAN-016."
hf:schneiderkamplab/dfm8-synthetic-code-debugging,effective_dataset,schneiderkamplab/dfm8-synthetic-code-debugging,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-code-debugging,inherited,complete,246646769.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.
hf:schneiderkamplab/dfm8-synthetic-constrained-format-following,effective_dataset,schneiderkamplab/dfm8-synthetic-constrained-format-following,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-constrained-format-following,inherited,complete,171088193.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.
hf:schneiderkamplab/dfm8-synthetic-danish-summarization-rewrite-controls,effective_dataset,schneiderkamplab/dfm8-synthetic-danish-summarization-rewrite-controls,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-danish-summarization-rewrite-controls,inherited,complete,395960288.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.
hf:schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,effective_dataset,schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,inherited,complete,366469258.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.
hf:schneiderkamplab/dfm8-synthetic-native-tool-calling,effective_dataset,schneiderkamplab/dfm8-synthetic-native-tool-calling,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-native-tool-calling,inherited,complete,513088304.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.
hf:schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,effective_dataset,schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,inherited,complete,173411485.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.
hf:schneiderkamplab/opus-da-en-permissive,effective_dataset,schneiderkamplab/opus-da-en-permissive,https://huggingface.co/datasets/schneiderkamplab/opus-da-en-permissive,cleared,top_level_only,2903437259.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",docs/dfm8-datasets.md,Selected OPUS corpora are governed by retained per-corpus permissive/public-domain terms.
hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,effective_dataset,schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,inherited,complete,13106102.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,effective_dataset,schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,inherited,complete,2912505.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,effective_dataset,schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,inherited,complete,1728299.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,effective_dataset,schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,inherited,complete,512987.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,inherited,complete,4789274.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,inherited,complete,527024.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,inherited,complete,1739367.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,inherited,complete,10159455.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,inherited,complete,745866.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,inherited,complete,4313282.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,inherited,complete,1909893.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,inherited,complete,222807.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,inherited,complete,616034.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,inherited,complete,1729747.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,inherited,complete,222628.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,effective_dataset,schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,inherited,complete,622031.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,inherited,complete,1948021.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,inherited,complete,720660.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,inherited,complete,703194.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,inherited,complete,1060440.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,inherited,complete,598761.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,inherited,complete,1168532.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,inherited,complete,974302.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,inherited,complete,679180.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,inherited,complete,139871.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,inherited,complete,395317.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,inherited,complete,235696.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,inherited,complete,2814833.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,inherited,complete,2539909.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,inherited,complete,2177827.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,inherited,complete,816301.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,inherited,complete,816257.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,inherited,complete,198111.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,inherited,complete,598966.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,inherited,complete,71057.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,inherited,complete,877555.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,inherited,complete,534985.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,inherited,complete,235077.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,inherited,complete,46025.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,inherited,complete,68410.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,inherited,complete,295703.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,inherited,complete,795481.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,inherited,complete,1929.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,inherited,complete,170549.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,inherited,complete,267691.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,inherited,complete,173515.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,inherited,complete,265049.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,inherited,complete,273620.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,inherited,complete,181717.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,inherited,complete,49270.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
