phase_id,dataset_recipe,source_prefix,sampled_rows_consumed,instruction_tokens_consumed,response_tokens_consumed,source_tokens_consumed,task_count,tokenized_roots
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,5471,859694,203891,1063585,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,399,223407,1280,224687,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,2085,609532,6602,616134,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,1051,360178,3706,363884,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,18606,4278381,136358,4414739,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,16957,3914934,55363,3970297,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,18470,3122549,260080,3382629,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,3992,1268733,12940,1281673,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,4947,1250063,15872,1265935,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,396,276313,26270,302583,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,1911,892628,46513,939141,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,242,104103,2554,106657,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,4607,1365002,14953,1379955,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,2649,819146,8196,827342,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,715,363585,2794,366379,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,163,74048,728,74776,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,258,105673,830,106503,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,1187,460735,3904,464639,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,9782,1215005,29346,1244351,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,30,2828,90,2918,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,2471,179827,88342,268169,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,3511,291347,126425,417772,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,1101,158028,110120,268148,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,3422,292622,122666,415288,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,2133,239256,187251,426507,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,2404,193948,90467,284415,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,215,73202,645,73847,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,1137,242945,3411,246356,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,466,110833,1583,112416,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,8240,1033590,59320,1092910,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,8920,1237323,26760,1264083,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,7677,705616,130576,836192,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,1919,326354,5758,332112,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,3294,488877,9882,498759,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,241,113753,15751,129504,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,878,300868,20986,321854,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,137,53705,1462,55167,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,1923,301600,5769,307369,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,1328,225130,3984,229114,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,339,87194,1253,88447,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,83,22061,336,22397,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,116,28112,348,28460,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,563,124451,1689,126140,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-platypus-reclor,8002,1412863,24006,1436869,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-platypus-scibench,1148,105498,54303,159801,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-tasksource-pragmeval-sarcasm,5866,822399,26305,848704,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-tasksource-reclor,7188,1375687,21566,1397253,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sudoku_extreme,1561467,148339365,129601761,277941126,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,synquid_danish_verifiable_reasoning,8698,3378263,24733077,28111340,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,synquid_ifbench_train,36700,9255401,10450613,19706014,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,synquid_mt_da_deepseek,4703,9923820,3967012,13890832,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,synquid_translation_100k,156150,81249518,72127310,153376828,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,synquid_wiki_instruct_da,2120290,167376766,1377579242,1544956008,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,synquid_wildchat_100k_qwen_messages,201315,77520565,218819767,296340332,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,tasksource,1702481,210199086,22204463,232403549,161,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,textbookreasoning,1840218,144907824,439440714,584348538,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,toolace_native_tool_use,61146,34476700,4766758,39243458,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,transformations-danish-danish,974541,584396570,190070145,774466715,250,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,transformations-danish-english,989769,578769381,153145498,731914879,250,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,transformations-english-danish,1152651,382565123,269193400,651758523,409,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,transformations-english-english,1552254,486213845,249567239,735781084,388,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,xlam_native_tool_use,281003,92402017,12152077,104554094,1,data/tokenized_dfm7_jinja
