source_id,source_url,source_type,dfm8_prefix,processing_form,source_rows,source_tokens,sampled_rows_per_epoch,sampled_tokens_per_epoch,dfm8_share,provisional_basis,licence_or_agreement,article4_reservation_review,personal_data_review,privacy_triage,approval_status,evidence,notes
schneiderkamplab/sapient-synth-platypus-scibench,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-platypus-scibench,public_dataset,sapient-synth-platypus-scibench,generated + audited,744,103655,744,103655,0.00015%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,public_dataset,sapient-synth-tasksource-pragmeval-sarcasm,generated + audited,3753,542414,3753,542414,0.00077%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-tasksource-reclor,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-tasksource-reclor,public_dataset,sapient-synth-tasksource-reclor,generated + audited,4633,900568,4633,900568,0.00128%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/transformations-danish-danish,https://huggingface.co/datasets/schneiderkamplab/transformations-danish-danish,public_dataset,transformations-danish-danish,generated + audited,208117,165397479,624351,496192437,0.70403%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/transformations-danish-english,https://huggingface.co/datasets/schneiderkamplab/transformations-danish-english,public_dataset,transformations-danish-english,generated + audited,211401,156297268,634203,468891804,0.66529%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/transformations-english-danish,https://huggingface.co/datasets/schneiderkamplab/transformations-english-danish,public_dataset,transformations-english-danish,generated + audited,246288,139253177,738864,417759531,0.59274%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/transformations-english-english,https://huggingface.co/datasets/schneiderkamplab/transformations-english-english,public_dataset,transformations-english-english,generated + audited,248474,117774730,993896,471098920,0.66842%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
synquid/danish-verifiable-reasoning,https://huggingface.co/datasets/synquid/danish-verifiable-reasoning,public_dataset,synquid_danish_verifiable_reasoning,converted,2800,9065680,5600,18131360,0.02573%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,standard_source_review_required,open,docs/dfm8-datasets.md,
synquid/ifbench-train,https://huggingface.co/datasets/synquid/ifbench-train,public_dataset,synquid_ifbench_train,converted,2356,1268913,23560,12689130,0.01800%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,standard_source_review_required,open,docs/dfm8-datasets.md,
synquid/mt-da-deepseek,https://huggingface.co/datasets/synquid/mt-da-deepseek,public_dataset,synquid_mt_da_deepseek,converted,3016,8885734,3016,8885734,0.01261%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,standard_source_review_required,open,docs/dfm8-datasets.md,
synquid/translation-100k,https://huggingface.co/datasets/synquid/translation-100k,public_dataset,synquid_translation_100k,converted,99943,98234612,99943,98234612,0.13938%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,standard_source_review_required,open,docs/dfm8-datasets.md,
synquid/wiki-instruct-da,https://huggingface.co/datasets/synquid/wiki-instruct-da,public_dataset,synquid_wiki_instruct_da,converted,226213,164686585,1357278,988119510,1.40200%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,standard_source_review_required,open,docs/dfm8-datasets.md,
synquid/wildchat-100k-qwen-messages,https://huggingface.co/datasets/synquid/wildchat-100k-qwen-messages,public_dataset,synquid_wildchat_100k_qwen_messages,converted,128860,189868452,128860,189868452,0.26940%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
Team-ACE/ToolACE,https://huggingface.co/datasets/Team-ACE/ToolACE,public_dataset,toolace_native_tool_use,native-tool conversion,13097,8409302,39291,25227906,0.03579%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,standard_source_review_required,open,docs/dfm8-datasets.md,
DBC,,private_third_party,dbc,agreement_supplied,11886840,1606640077,2338220,356125374,0.50529%,agreement,TBD_contract_review,contract_specific,TBD,agreement_source_review_required,open,docs/dfm8-datasets.md,Classify Commission template section 2.2.1 vs 2.2.2
Lex.dk,,private_third_party,lexdk,agreement_supplied,108711,62679490,543555,313397450,0.44467%,agreement,TBD_contract_review,contract_specific,TBD,agreement_source_review_required,open,docs/dfm8-datasets.md,Classify Commission template section 2.2.1 vs 2.2.2
