source_id,source_url,dfm9_prefix_or_category,sampled_tokens_five_epochs,average_sampled_tokens_per_epoch,dfm9_share,captured_declared_licence,copyright_class,current_scientific_research_basis,nonresearch_or_commercial_basis,article3_required,article4_status,lineage_scope,confidence,rationale,acquisition_evidence,current_metadata_evidence,human_review_required
schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,dfm8-synthetic-multiturn-danish-english-chat,1832346290,366469258.0,0.45843783%,,project_generated_direct,project-held/generated rights plus open-licensed/public-domain DynaWord or Common Pile seed passages,same basis if the project has authority to license/release the generated material,no,not_needed_within_direct_scope,Project-generated and audited; verify seed manifests for retained source expression.,high,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,scope_check
schneiderkamplab/dfm8-synthetic-native-tool-calling,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-native-tool-calling,dfm8-synthetic-native-tool-calling,2565441520,513088304.0,0.64185217%,,project_generated_direct,project-held/generated rights plus open-licensed/public-domain DynaWord or Common Pile seed passages,same basis if the project has authority to license/release the generated material,no,not_needed_within_direct_scope,Project-generated and audited; verify seed manifests for retained source expression.,high,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/dfm8-synthetic-native-tool-calling,scope_check
schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,https://huggingface.co/datasets/schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,dfm8-synthetic-strict-math-answer-contract,867057425,173411485.0,0.21693057%,,project_generated_direct,project-held/generated rights plus open-licensed/public-domain DynaWord or Common Pile seed passages,same basis if the project has authority to license/release the generated material,no,not_needed_within_direct_scope,Project-generated and audited; verify seed manifests for retained source expression.,high,Rows were generated and audited by the project; on 2026-08-16 the project owner confirmed that retained DynaWord/Common Pile seed passages are public domain or open licensed.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,scope_check
schneiderkamplab/opus-da-en-permissive,https://huggingface.co/datasets/schneiderkamplab/opus-da-en-permissive,opus,14517186295,2903437259.0,3.63207951%,other,mixed_open_or_public_domain_licences,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",same direct basis if obligations and provenance are retained,no,not_needed_within_direct_scope,Aggregate selected from multiple licensed/public-domain source corpora.,medium,Selected OPUS corpora are governed by retained per-corpus permissive/public-domain terms.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/opus-da-en-permissive,yes
schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,sapient-synth-flan-dialog-fsopt-data-qrecc,65530510,13106102.0,0.01639519%,apache-2.0,direct_open_licence_or_public_terms,project-generated Apache-2.0 layer; QReCC task provenance licensed CC BY-SA 3.0,"same direct basis subject to attribution, ShareAlike, notices, and adaptation-scope review",no,not_needed_within_direct_scope,"Project-generated, PII-audited, low-overlap recreation of one of four FLAN QReCC dialogue regimes; task provenance is the CC BY-SA 3.0 QReCC corpus.",high,"Apple's official QReCC repository declares the dataset CC BY-SA 3.0. The DFM replacement rows were generated with Gemma 4 31B and accepted only after PII, task-preservation, and low-overlap review; all published rows are marked accepted.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,scope_check
schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,sapient-synth-flan-dialog-fsopt-data-qrecc-ii,14562525,2912505.0,0.00364342%,apache-2.0,direct_open_licence_or_public_terms,project-generated Apache-2.0 layer; QReCC task provenance licensed CC BY-SA 3.0,"same direct basis subject to attribution, ShareAlike, notices, and adaptation-scope review",no,not_needed_within_direct_scope,"Project-generated, PII-audited, low-overlap recreation of one of four FLAN QReCC dialogue regimes; task provenance is the CC BY-SA 3.0 QReCC corpus.",high,"Apple's official QReCC repository declares the dataset CC BY-SA 3.0. The DFM replacement rows were generated with Gemma 4 31B and accepted only after PII, task-preservation, and low-overlap review; all published rows are marked accepted.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,scope_check
schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,sapient-synth-flan-dialog-zsopt-data-qrecc,8641495,1728299.0,0.00216203%,apache-2.0,direct_open_licence_or_public_terms,project-generated Apache-2.0 layer; QReCC task provenance licensed CC BY-SA 3.0,"same direct basis subject to attribution, ShareAlike, notices, and adaptation-scope review",no,not_needed_within_direct_scope,"Project-generated, PII-audited, low-overlap recreation of one of four FLAN QReCC dialogue regimes; task provenance is the CC BY-SA 3.0 QReCC corpus.",high,"Apple's official QReCC repository declares the dataset CC BY-SA 3.0. The DFM replacement rows were generated with Gemma 4 31B and accepted only after PII, task-preservation, and low-overlap review; all published rows are marked accepted.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,scope_check
schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,sapient-synth-flan-dialog-zsopt-data-qrecc-ii,2564935,512987.0,0.00064173%,apache-2.0,direct_open_licence_or_public_terms,project-generated Apache-2.0 layer; QReCC task provenance licensed CC BY-SA 3.0,"same direct basis subject to attribution, ShareAlike, notices, and adaptation-scope review",no,not_needed_within_direct_scope,"Project-generated, PII-audited, low-overlap recreation of one of four FLAN QReCC dialogue regimes; task provenance is the CC BY-SA 3.0 QReCC corpus.",high,"Apple's official QReCC repository declares the dataset CC BY-SA 3.0. The DFM replacement rows were generated with Gemma 4 31B and accepted only after PII, task-preservation, and low-overlap review; all published rows are marked accepted.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,scope_check
schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,23946370,4789274.0,0.00599118%,apache-2.0,direct_noncommercial_licence,project-generated Apache-2.0 layer; AESLC task provenance licensed CC BY-NC-SA 4.0 for the current academic/non-commercial use,commercial use is not cleared by AESLC's NonCommercial licence; adaptation/share-alike scope requires review,no,not_needed_within_direct_scope,"Project-generated, PII-audited, low-overlap recreation of one of four FLAN AESLC rendering regimes; task provenance is the CC BY-NC-SA 4.0 AESLC corpus.",high,"The official AESLC repository declares CC BY-NC-SA 4.0. The DFM replacement rows were generated with Gemma 4 31B and accepted only after PII, task-preservation, and low-overlap review; all published rows are marked accepted.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,yes
schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,2635120,527024.0,0.00065929%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,"Article 4 remains conditional: no express current TDM/AI reservation was found, but iDebate's general reuse terms restrict modification and unlisted uses",no,conditional_not_cleared,"Project-generated, PII-audited, low-overlap recreation of a FLAN Opinion Abstracts regime; historical seed use follows Article 3 because no direct source-content licence was found.",high,"MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies. A 2026-08-17 audit found no explicit TDM reservation, TDMRep record, HTTP TDM header, or HTML TDM metadata at iDebate; its general copyright/reuse terms still require counsel interpretation.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,scope_check
schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,8696835,1739367.0,0.00217588%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,Article 4 is unavailable for fresh use under Rotten Tomatoes' current explicit data-mining and AI-training reservation; historical applicability and the separately hosted corpus copy require counsel review,no,reservation_detected_not_available,"Project-generated, PII-audited, low-overlap recreation of a FLAN Opinion Abstracts regime; historical seed use follows Article 3 because no direct source-content licence was found.",high,"MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies. A 2026-08-17 audit found an express data-mining and AI-training prohibition in Rotten Tomatoes terms updated 2026-01-06. The academic distribution host and TFDS layer expose no TDM signal, but cannot waive underlying rights.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,scope_check
schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,50797275,10159455.0,0.01270906%,apache-2.0,direct_noncommercial_licence,project-generated Apache-2.0 layer; AESLC task provenance licensed CC BY-NC-SA 4.0 for the current academic/non-commercial use,commercial use is not cleared by AESLC's NonCommercial licence; adaptation/share-alike scope requires review,no,not_needed_within_direct_scope,"Project-generated, PII-audited, low-overlap recreation of one of four FLAN AESLC rendering regimes; task provenance is the CC BY-NC-SA 4.0 AESLC corpus.",high,"The official AESLC repository declares CC BY-NC-SA 4.0. The DFM replacement rows were generated with Gemma 4 31B and accepted only after PII, task-preservation, and low-overlap review; all published rows are marked accepted.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,yes
schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,3729330,745866.0,0.00093305%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,"Article 4 remains conditional: no express current TDM/AI reservation was found, but iDebate's general reuse terms restrict modification and unlisted uses",no,conditional_not_cleared,"Project-generated, PII-audited, low-overlap recreation of a FLAN Opinion Abstracts regime; historical seed use follows Article 3 because no direct source-content licence was found.",high,"MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies. A 2026-08-17 audit found no explicit TDM reservation, TDMRep record, HTTP TDM header, or HTML TDM metadata at iDebate; its general copyright/reuse terms still require counsel interpretation.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,scope_check
schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,21566410,4313282.0,0.00539574%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,Article 4 is unavailable for fresh use under Rotten Tomatoes' current explicit data-mining and AI-training reservation; historical applicability and the separately hosted corpus copy require counsel review,no,reservation_detected_not_available,"Project-generated, PII-audited, low-overlap recreation of a FLAN Opinion Abstracts regime; historical seed use follows Article 3 because no direct source-content licence was found.",high,"MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies. A 2026-08-17 audit found an express data-mining and AI-training prohibition in Rotten Tomatoes terms updated 2026-01-06. The academic distribution host and TFDS layer expose no TDM signal, but cannot waive underlying rights.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,scope_check
schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,9549465,1909893.0,0.00238920%,apache-2.0,direct_noncommercial_licence,project-generated Apache-2.0 layer; AESLC task provenance licensed CC BY-NC-SA 4.0 for the current academic/non-commercial use,commercial use is not cleared by AESLC's NonCommercial licence; adaptation/share-alike scope requires review,no,not_needed_within_direct_scope,"Project-generated, PII-audited, low-overlap recreation of one of four FLAN AESLC rendering regimes; task provenance is the CC BY-NC-SA 4.0 AESLC corpus.",high,"The official AESLC repository declares CC BY-NC-SA 4.0. The DFM replacement rows were generated with Gemma 4 31B and accepted only after PII, task-preservation, and low-overlap review; all published rows are marked accepted.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,yes
schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,1114035,222807.0,0.00027872%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,"Article 4 remains conditional: no express current TDM/AI reservation was found, but iDebate's general reuse terms restrict modification and unlisted uses",no,conditional_not_cleared,"Project-generated, PII-audited, low-overlap recreation of a FLAN Opinion Abstracts regime; historical seed use follows Article 3 because no direct source-content licence was found.",high,"MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies. A 2026-08-17 audit found no explicit TDM reservation, TDMRep record, HTTP TDM header, or HTML TDM metadata at iDebate; its general copyright/reuse terms still require counsel interpretation.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,scope_check
schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,3080170,616034.0,0.00077063%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,Article 4 is unavailable for fresh use under Rotten Tomatoes' current explicit data-mining and AI-training reservation; historical applicability and the separately hosted corpus copy require counsel review,no,reservation_detected_not_available,"Project-generated, PII-audited, low-overlap recreation of a FLAN Opinion Abstracts regime; historical seed use follows Article 3 because no direct source-content licence was found.",high,"MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies. A 2026-08-17 audit found an express data-mining and AI-training prohibition in Rotten Tomatoes terms updated 2026-01-06. The academic distribution host and TFDS layer expose no TDM signal, but cannot waive underlying rights.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,scope_check
schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,8648735,1729747.0,0.00216384%,apache-2.0,direct_noncommercial_licence,project-generated Apache-2.0 layer; AESLC task provenance licensed CC BY-NC-SA 4.0 for the current academic/non-commercial use,commercial use is not cleared by AESLC's NonCommercial licence; adaptation/share-alike scope requires review,no,not_needed_within_direct_scope,"Project-generated, PII-audited, low-overlap recreation of one of four FLAN AESLC rendering regimes; task provenance is the CC BY-NC-SA 4.0 AESLC corpus.",high,"The official AESLC repository declares CC BY-NC-SA 4.0. The DFM replacement rows were generated with Gemma 4 31B and accepted only after PII, task-preservation, and low-overlap review; all published rows are marked accepted.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,yes
schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,1113140,222628.0,0.00027850%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,"Article 4 remains conditional: no express current TDM/AI reservation was found, but iDebate's general reuse terms restrict modification and unlisted uses",no,conditional_not_cleared,"Project-generated, PII-audited, low-overlap recreation of a FLAN Opinion Abstracts regime; historical seed use follows Article 3 because no direct source-content licence was found.",high,"MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies. A 2026-08-17 audit found no explicit TDM reservation, TDMRep record, HTTP TDM header, or HTML TDM metadata at iDebate; its general copyright/reuse terms still require counsel interpretation.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,scope_check
schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,3110155,622031.0,0.00077813%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,Article 4 is unavailable for fresh use under Rotten Tomatoes' current explicit data-mining and AI-training reservation; historical applicability and the separately hosted corpus copy require counsel review,no,reservation_detected_not_available,"Project-generated, PII-audited, low-overlap recreation of a FLAN Opinion Abstracts regime; historical seed use follows Article 3 because no direct source-content licence was found.",high,"MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies. A 2026-08-17 audit found an express data-mining and AI-training prohibition in Rotten Tomatoes terms updated 2026-01-06. The academic distribution host and TFDS layer expose no TDM signal, but cannot waive underlying rights.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,9740105,1948021.0,0.00243689%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,3603300,720660.0,0.00090152%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,3515970,703194.0,0.00087967%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,5302200,1060440.0,0.00132657%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,2993805,598761.0,0.00074903%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,5842660,1168532.0,0.00146179%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,4871510,974302.0,0.00121881%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,3395900,679180.0,0.00084963%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,scope_check
