variant,rlve_environment,source_comment_url,source_domain,source_title_or_proxy,source_fetch_status,comparison_bin,review_status,gpt41_rows,gpt41_tokens,o4mini_rows,o4mini_tokens,normalized_fourgram_min_coverage,normalized_longest_token_run,finding,manual_override,override_scope
numbrix,numbrix,,,,,native_generator_no_source_comment,no_external_expression_identified,1828,3735127,1541,540063,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
oddvisitation,odd_visitation,,,,,native_generator_no_source_comment,no_external_expression_identified,382,749173,350,155484,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
pairmoreonecounting,pair_more_one_counting,https://www.luogu.com.cn/problem/P3726,www.luogu.com.cn,P3726 [AHOI2017/HNOI2017] Coin Tossing,200,close_but_constrained_restatement,manually_accepted_for_current_research,428,1178854,372,78678,0.04,5,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
palindromepartitioncounting,palindrome_partition_counting,,,,,native_generator_no_source_comment,no_external_expression_identified,1549,3849732,1103,311044,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
path_nogoingback_counting,path_no_going_back_counting,https://www.luogu.com.cn/problem/P2151,www.luogu.com.cn,P2151 [SDOI2009] HH Goes for a Walk,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,447,889892,383,138070,0.02,5,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
pcppermutation,pcp_permutation,,,,,native_generator_no_source_comment,no_external_expression_identified,385,1156490,394,96687,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
pipelinearrangement,pipeline_arrangement,https://www.luogu.com.cn/problem/P1248,www.luogu.com.cn,P1248 Two-Workshop Manufacturing Scheduling,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,2220,3045727,2007,1118854,0.013,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
polynomialfactorization,polynomial_factorization,,,,,native_generator_no_source_comment,no_external_expression_identified,1548,5079808,1683,603043,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
polynomialinterpolation,polynomial_interpolation,,,,,native_generator_no_source_comment,no_external_expression_identified,1697,5166200,1872,661016,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
polynomialminimum,polynomial_minimum,,,,,native_generator_no_source_comment,no_external_expression_identified,317,1041250,303,45810,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
polynomialremainder,polynomial_remainder,,,,,native_generator_no_source_comment,no_external_expression_identified,448,597869,380,200706,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
powercycle,power_cycle,https://www.luogu.com.cn/problem/P1050,www.luogu.com.cn,P1050 [NOIP 2005 Junior] Cycle,200,expressive_or_source_specific_carryover,manually_accepted_for_current_research,438,528689,396,189195,0.115,10,"Retains the 2,4,8,6 example and source-specific minimal-cycle framing.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
powernest,powernest,https://www.luogu.com.cn/problem/P1010,www.luogu.com.cn,P1010 [NOIP 1998 Junior] Powers of Two,200,expressive_or_source_specific_carryover,manually_accepted_for_current_research,214,155675,201,117387,0.317,16,Retains the bespoke recursive notation and the same 137 worked example.,accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
powershortcut,power_shortcut,,,,,native_generator_no_source_comment,no_external_expression_identified,2018,4344337,1625,863980,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
prefixconcatenation,prefix_concatenation,https://www.luogu.com.cn/problem/P3216,www.luogu.com.cn,P3216 [HNOI2011] Math Homework,200,close_but_constrained_restatement,manually_accepted_for_current_research,2100,6955549,1981,295991,0.089,5,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
preordertraversal,preorder_traversal,,,,,native_generator_no_source_comment,no_external_expression_identified,2009,2326231,1556,642913,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
primegraph_minimumchromaticnumber,prime_graph_minimum_chromatic_number,,,,,native_generator_no_source_comment,no_external_expression_identified,143,325421,125,48105,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
pythagoreangraph_independentsetcounting,pythagorean_graph_independent_set_counting,https://www.luogu.com.cn/problem/P3213,www.luogu.com.cn,P3213 [HNOI2011] Pythagorean Theorem,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,448,629346,364,156613,0.025,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
quadmagicitems,quad_magic_items,https://www.luogu.com.cn/problem/P2119,www.luogu.com.cn,P2119 [NOIP 2016 Junior] Magic Formation,200,close_but_constrained_restatement,manually_accepted_for_current_research,340,1604337,423,179771,0.057,8,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
quantumlockpuzzle,quantum_lock_puzzle,,,,,native_generator_no_source_comment,no_external_expression_identified,2160,3906402,1622,811039,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
queenplacement,queen_placement,,,,,native_generator_no_source_comment,no_external_expression_identified,412,599681,327,104104,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
randomrangemaxexpectation,random_range_max_expectation,https://www.luogu.com.cn/problem/P3352,www.luogu.com.cn,P3352 [ZJOI2016] Segment Tree,200,close_but_constrained_restatement,manually_accepted_for_current_research,1523,5334791,1707,518128,0.034,7,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
rangeconstrained_increasingsequence_counting,range_constrained_increasing_sequence_counting,,,,,native_generator_no_source_comment,no_external_expression_identified,1698,4915983,1860,589135,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
recursivefunction,recursive_function,,,,,native_generator_no_source_comment,no_external_expression_identified,200,318079,148,66679,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
rootextraction,root_extraction,,,,,native_generator_no_source_comment,no_external_expression_identified,1155,520394,802,178350,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
roundrobin,round_robin,,,,,native_generator_no_source_comment,no_external_expression_identified,246,1025804,359,144753,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
royallockcounting,royal_lock_counting,https://www.luogu.com.cn/problem/P1896,www.luogu.com.cn,P1896 [SCOI2005] Mutual Non-Attack,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,69,83286,59,11111,0.015,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
salesmanfatigue,salesman_fatigue,https://www.luogu.com.cn/problem/P2672,www.luogu.com.cn,P2672 [NOIP 2015 Junior] Salesman,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,442,873835,375,233276,0.0,2,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
sameadjacencycounting,same_adjacency_counting,,,,,native_generator_no_source_comment,no_external_expression_identified,379,211606,318,75189,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
sat,sat,,,,,native_generator_no_source_comment,no_external_expression_identified,441,1084647,398,249453,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
selfpowersequencemod,self_power_sequence_mod,https://www.luogu.com.cn/problem/P4139,www.luogu.com.cn,P4139 God and the Correct Use of Sets,200,close_but_constrained_restatement,manually_accepted_for_current_research,311,665753,228,77002,0.03,4,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
setcover,set_cover,,,,,native_generator_no_source_comment,no_external_expression_identified,2194,2484957,1562,526816,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
setsplitting,set_splitting,,,,,native_generator_no_source_comment,no_external_expression_identified,2231,4610552,1859,1019709,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
sharedsubstringcounting,shared_substring_counting,https://www.luogu.com.cn/problem/P3181,www.luogu.com.cn,P3181 [HAOI2016] Find Identical Characters,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,2206,5109192,1702,484756,0.0,3,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
shortestpath,shortest_path,,,,,native_generator_no_source_comment,no_external_expression_identified,384,382272,325,163348,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
shortestpathcountconstruction,shortest_path_count_construction,https://codeforces.com/problemset/problem/388/B,codeforces.com,CF388B Fox and Minimal path,200,close_but_constrained_restatement,manually_accepted_for_current_research,1132,2414498,960,395556,0.111,11,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
shortestunicolorsubstring,shortest_unicolor_substring,https://www.luogu.com.cn/problem/P3718,www.luogu.com.cn,P3718 [AHOI2017 Middle School Division] alter,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,1910,2253961,1542,390471,0.013,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
skyscraperpuzzle,skyscraper_puzzle,,,,,native_generator_no_source_comment,no_external_expression_identified,320,1153657,372,94232,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
skyscrapersumpuzzle,skyscraper_sum_puzzle,,,,,native_generator_no_source_comment,no_external_expression_identified,1191,5482123,1777,426591,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
slidingwindow,sliding_window,https://www.luogu.com.cn/problem/P1886,www.luogu.com.cn,P1886 Sliding Window / [Template] Monotonic Queue,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,2240,889160,1708,363846,0.0,3,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
smallestbinarymultiple,smallest_binary_multiple,,,,,native_generator_no_source_comment,no_external_expression_identified,527,439955,350,61192,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
smallestcircle,smallest_circle,,,,,native_generator_no_source_comment,no_external_expression_identified,1348,5611522,1313,361291,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
sorting,sorting,,,,,native_generator_no_source_comment,no_external_expression_identified,445,88941,272,40072,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
spiralmatrix,spiral_matrix,,,,,native_generator_no_source_comment,no_external_expression_identified,447,422526,358,201151,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
splittinggame,splitting_game,https://www.luogu.com.cn/problem/P3185,www.luogu.com.cn,P3185 [HNOI2007] Split Game,200,expressive_or_source_specific_carryover,manually_accepted_for_current_research,446,791748,392,252867,0.068,6,Retains the bespoke bottle/bean three-index transfer game rules.,accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
spynetwork,spy_network,https://www.luogu.com.cn/problem/P1262,www.luogu.com.cn,P1262 [POI 1996 R3] Agents / Spy Network,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,2237,3628484,1751,891559,0.0,3,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
starbattle,star_battle,,,,,native_generator_no_source_comment,no_external_expression_identified,430,603985,364,140651,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
stirlingsecond,stirling_second,https://www.luogu.com.cn/problem/P1287,www.luogu.com.cn,P1287 Boxes and Balls,200,close_but_constrained_restatement,manually_accepted_for_current_research,182,110258,133,34917,0.156,9,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
stonegame,stone_game,https://www.luogu.com.cn/problem/P3235,www.luogu.com.cn,P3235 [HNOI2014] Jiangnan Le,200,expressive_or_source_specific_carryover,manually_accepted_for_current_research,1775,2140515,1279,531457,0.026,6,Retains the bespoke balanced heap-splitting game rules.,accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
stoneintervalsgame,stone_intervals_game,https://www.luogu.com.cn/problem/P3235,www.luogu.com.cn,P3235 [HNOI2014] Jiangnan Le,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,2166,3108649,1597,603597,0.008,4,"The prompt defines an adjacent-empty-pile collection game, while the cited P3235 source defines balanced heap splitting; the comment does not describe the actual prompt lineage.",none,
stringpartitionshuffle,string_partition_shuffle,https://www.luogu.com.cn/problem/P3785,www.luogu.com.cn,P3785 [SDOI2017] Text Correction,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,391,743966,338,108928,0.01,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
subgraphisomorphism,subgraph_isomorphism,,,,,native_generator_no_source_comment,no_external_expression_identified,1854,3817770,1742,849787,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
subsetsum,subset_sum,,,,,native_generator_no_source_comment,no_external_expression_identified,417,203227,315,69028,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
subsetsumsequence,subset_sum_sequence,https://www.luogu.com.cn/problem/P1062,www.luogu.com.cn,P1062 [NOIP 2006 Junior] Sequence,200,close_but_constrained_restatement,manually_accepted_for_current_research,1375,1255131,1051,292585,0.09,6,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
sudoku,sudoku,,,,,native_generator_no_source_comment,no_external_expression_identified,399,1064893,341,370056,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
sum_divisornum,sum_divisor_num,https://www.luogu.com.cn/problem/P3935,www.luogu.com.cn,P3935 Calculating,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,384,220702,303,80535,0.0,3,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
sumgcd,sum_gcd,https://www.luogu.com.cn/problem/P4449,www.luogu.com.cn,P4449 Yu Shen's Fury Enhanced Edition,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,401,646135,300,114032,0.016,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
sumgcdwithindividual,sum_gcd_with_individual,https://www.luogu.com.cn/problem/P4449,www.luogu.com.cn,P4449 Yu Shen's Fury Enhanced Edition,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,332,215285,265,75989,0.0,3,"The prompt asks for sum_i gcd(i,N), while cited P4449 asks for a two-dimensional sum of gcd(i,j)^K.",none,
sumlcm,sum_lcm,https://www.luogu.com.cn/problem/P1829,www.luogu.com.cn,P1829 [CTT] Crash's Number Table / JZPTAB,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,1562,3477558,1276,356026,0.019,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
summod,sum_mod,https://www.luogu.com.cn/problem/P2260,www.luogu.com.cn,P2260 {{[Tsinghua Training 2012] Sum of Modular Products}},200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,314,514866,237,64485,0.0,2,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
sumproductdivisornum,sum_product_divisor_num,https://www.luogu.com.cn/problem/P3327,www.luogu.com.cn,P3327 [SDOI2015] Sum of Divisor Counts,200,close_but_constrained_restatement,manually_accepted_for_current_research,321,741272,277,71526,0.035,5,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
survopuzzle,survo_puzzle,,,,,native_generator_no_source_comment,no_external_expression_identified,1958,3521422,1823,644854,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
takingprimegame,taking_prime_game,https://www.luogu.com.cn/problem/P1857,www.luogu.com.cn,P1857 Prime Stone Game,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,423,468219,307,120233,0.027,6,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
taskarrangement,task_arrangement,https://www.luogu.com.cn/problem/P2365,www.luogu.com.cn,P2365 [IOI 2002] Batch Scheduling,200,expressive_or_source_specific_carryover,manually_accepted_for_current_research,434,1883560,415,324596,0.06,6,"Retains the source-specific batching, startup-time, simultaneous-completion, and cost model.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
threevertexcyclecounting,three_vertex_cycle_counting,https://www.luogu.com.cn/problem/P1989,www.luogu.com.cn,P1989 [Template] Counting Triangles in an Undirected Graph,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,446,879308,346,142061,0.0,3,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
topologicalsort,topological_sort,,,,,native_generator_no_source_comment,no_external_expression_identified,415,454852,346,120244,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
treecenter,tree_center,,,,,native_generator_no_source_comment,no_external_expression_identified,2237,6028600,1978,1410779,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
treecoloring,tree_coloring,https://www.luogu.com.cn/problem/P3177,www.luogu.com.cn,P3177 [HAOI2015] Tree Coloring,200,close_but_constrained_restatement,manually_accepted_for_current_research,410,1102093,390,207341,0.033,5,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
treedynamic_xorzeropath,tree_dynamic_xor_zero_path,https://www.luogu.com.cn/problem/P3359,www.luogu.com.cn,P3359 Transform the XOR Tree,200,close_but_constrained_restatement,manually_accepted_for_current_research,2210,5167345,1718,964195,0.035,5,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
treeelimination_expectation,tree_elimination_expectation,,,,,native_generator_no_source_comment,no_external_expression_identified,1347,5995900,1523,455796,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
treerandomwalkexpectation,tree_random_walk_expectation,,,,,native_generator_no_source_comment,no_external_expression_identified,362,1303477,320,130350,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
twiddlepuzzle,twiddle_puzzle,,,,,native_generator_no_source_comment,no_external_expression_identified,2052,6697161,1869,589411,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
twosat,two_sat,,,,,native_generator_no_source_comment,no_external_expression_identified,2226,5353815,1781,903796,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
twoset_allcoprime_counting,two_set_all_coprime_counting,https://www.luogu.com.cn/problem/P2150,www.luogu.com.cn,P2150 [NOI2015] Sushi Dinner,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,415,1078912,338,76781,0.0,3,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
undamagedsubmatrixcounting,undamaged_submatrix_counting,https://www.luogu.com.cn/problem/P3400,www.luogu.com.cn,P3400 Hamster Nest,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,426,549812,332,118187,0.027,5,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
valuediminishingselection,value_diminishing_selection,https://www.luogu.com.cn/problem/P2647,www.luogu.com.cn,P2647 Maximum Profit,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,445,1063685,402,143671,0.024,5,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
vertex_kcenter,vertex_k_center,,,,,native_generator_no_source_comment,no_external_expression_identified,2141,6754589,1960,910933,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
virussynthesis,virus_synthesis,https://www.luogu.com.cn/problem/P4762,www.luogu.com.cn,P4762 [CERC2014] Virus synthesis,200,close_but_constrained_restatement,manually_accepted_for_current_research,240,236367,203,58135,0.055,7,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
visibleline,visible_line,https://www.luogu.com.cn/problem/P3194,www.luogu.com.cn,P3194 [HNOI2008] Horizontally Visible Lines,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,2211,6168806,1766,820804,0.024,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
warehouseconstruction,warehouse_construction,https://www.luogu.com.cn/problem/P2120,www.luogu.com.cn,P2120 [ZJOI2007] Warehouse Construction,200,close_but_constrained_restatement,manually_accepted_for_current_research,430,1578584,411,228599,0.05,7,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
weightedbinarytree,weighted_binarytree,https://www.luogu.com.cn/problem/P1040,www.luogu.com.cn,P1040 [NOIP 2003 Senior] Scoring Binary Tree,200,functional_abstraction_or_rewrite,no_material_expression_identified_in_comparison,1976,6621219,1705,975056,0.017,4,"Prompt strips source narrative/examples or materially reformulates the task into a generated parameterized specification; the comparison identified functional ideas and constraints, not material expressive carryover.",none,
weightedlis,weighted_lis,,,,,native_generator_no_source_comment,no_external_expression_identified,2240,3809892,1740,875984,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
whackamole,whack_a_mole,https://www.luogu.com.cn/problem/P2484,www.luogu.com.cn,P2484 [SDOI2011] Whac-A-Mole,200,close_but_constrained_restatement,manually_accepted_for_current_research,428,1002733,366,163108,0.052,6,"Prompt closely restates a short or formal source specification. Much of the overlap appears dictated by mathematics, rules, or output semantics, but the comparison does not establish that all retained selection/arrangement is unprotected.",accepted,Project-owner acceptance on 2026-08-17 for current academic/research model training and downstream dataset/mixture consideration; underlying provenance and Article 3 fallback retained.
xorequationcounting,xor_equation_counting,,,,,native_generator_no_source_comment,no_external_expression_identified,344,949143,303,70444,,,"Mapped RLVE environment has no external Source comment. Treat as the MIT-licensed generator layer, subject to the limitation that absence of a comment is not proof of independent creation.",none,
